cip13,lib_cip13,remboursement_total,rang,remboursement_cumule,part_cumulee
3400930202074,VYNDAQEL 61 MG CAPSULE MOLLE 30,617617787.35,1,617617787.35,2.527069831189906
3400926783501,EYLEA 4 MG SOL INJ SER 1,529186812.86,2,1146804600.21,4.692311923034339
3400926784102,ELIQUIS 5MG CPR 60,457132928.62,3,1603937528.83,6.5627354380624805
3400930211380,KAFTRIO 100/50/75MG CPR 56,406459657.87,4,2010397186.7,8.225822156154308
3400930117644,XTANDI 40MG CPR 112,381235797.07,5,2391632983.77,9.785701908774316
3400927671197,"LUCENTIS 1,65 MG SOL INJ SER 1",367591207.24,6,2759224191.01,11.289752907714316
3400937484954,STELARA 90 MG SOL INJ SER 1,267393650.21,7,3026617841.2200003,12.383831543947812
3400941945670,ELIQUIS 2.5MG CPR 60,253188799.73,8,3279806640.95,13.419789041445013
3400930047651,TAGRISSO 80 MG CPR 30,246130570.44,9,3525937211.39,14.426866803504366
3400921923056,XARELTO 20 MG CPR 28,243607782.37,10,3769544993.76,15.423622224218047
3400930159484,KALYDECO 150 MG CPR 28,230239533.59,11,3999784527.35,16.365679579429553
3400930167267,ERLEADA 60MG CPR 120,227721996.1,12,4227506523.45,17.29743607678014
3400930156162,IMBRUVICA 420 MG CPR 30,212125408.16,13,4439631931.61,18.16537694631051
3400926649975,FORXIGA 10MG CPR 30,194046352.96,14,4633678284.57,18.959344824926276
3400939212494,XOLAIR 150 MG SOL INJ SER 1,161937625.74,15,4795615910.31,19.62193534113848
3400930003763,"TRULICITY 1,5 MG SOL INJ STYLO 4",160927086.25,16,4956542996.56,20.280391093244617
3400930199190,DUPIXENT 300MG SOL INJ STYLO 2ML 2,160198159.31,17,5116741155.87,20.935864338504373
3400935955838,DOLIPRANE 1G CPR 8,147959841.06,18,5264700996.93,21.541262787559226
3400930042687,HUMIRA 40 MG SOL INJ STYLO + TAMP 2,140998358.04,19,5405699354.97,22.11817735211382
3400930056202,GARDASIL 9 SUSP INJ SER + 2 AIG 1,137364949.41,20,5543064304.38,22.680225315476996
3400930151105,"OZEMPIC 1 MG, SOLUTION INJECTABLE EN 1",131239231.41,21,5674303535.79,23.21720904418042
3400930153031,BIKTARVY 50/200/25MG CPR 30,128941053.97,22,5803244589.76,23.744789457444593
3400930141434,HEMLIBRA 105 MG SOL INJ FL 0.7 ML 1,116329126.17,23,5919573715.93,24.22076639861112
3400930075302,IBRANCE 125 MG GELULE 21,116220211.27,24,6035793927.2,24.696297699183095
3400930182550,DOVATO 50MG/300MG CPR 30,107897406.58,25,6143691333.78,25.13777507664313
3400930077917,VENCLYXTO 100 MG CPR 112,102182659.99,26,6245873993.77,25.55586976662837
3400930144213,LYNPARZA 150 MG CPR 8,99815294.9,27,6345689288.67,25.96427805019707
3400926863036,BEXSERO SUSP INJ 1,98576685.05,28,6444265973.72,26.36761838778258
3400930229385,"EVRYSDI 0,75MG/ML SOL BUV FL + SER 1",97071153.79,29,6541337127.51,26.76479863298574
3400930075296,IBRANCE 100MG GELULE 21,90143563.13,30,6631480690.64,27.13363366903481
3400921922684,XARELTO 15 MG CPR 28,90077470.29,31,6721558160.93,27.502198276955937
3400930002452,JAKAVI 10 MG CPR 56,88980294.37,32,6810538455.3,27.866273635662203
3400930141441,HEMLIBRA 150 MG SOL INJ FL 1 ML 1,87999593.71,33,6898538049.01,28.226336320021854
3400930037911,ENTRESTO 49MG/ 51MG CPR 56,86657914.72,34,6985195963.7300005,28.58090933655099
3400927499890,AUBAGIO 14MG CPR 28,86365678.98,35,7071561642.71,28.934286629548073
3400930037904,ENTRESTO 24 MG/26 MG CPR 28,86089015.85,36,7157650658.56,29.286531916531818
3400930028582,REPATHA 140 MG SOL INJ STYLO 1,85847701.17999999,37,7243498359.74,29.63778983068584
3400930037928,ENTRESTO 97MG/ 103MG CPR 56,85066953.53,38,7328565313.27,29.98585320628787
3400939901152,PREVENAR 13 SUSP INJ A SRG 1,83773086.12,39,7412338399.39,30.328622541847107
3400930109359,KISQALI 200MG CPR 63,81317280.66,40,7493655680.05,30.661343604807417
3400927948954,TRIUMEQ 50MG/600MG/300MG CPR 30,79582173.24,41,7573237853.29,30.986965232316283
3400930226971,KESIMPTA 20 MG SOL INJ STYLO 1,78660646.78999999,42,7651898500.08,31.30881630506113
3400930018514,"XULTOPHY 300 U + 10,8 MG SOL INJ 5",76109118.79,43,7728007618.87,31.620227443004378
3400930141427,HEMLIBRA 60 MG SOL INJ FL 0.4 ML 1,75929183.28,44,7803936802.15,31.930902349562796
3400931358589,PYOSTACINE 500MG CPR 16,75512520.76,45,7879449322.91,32.23987242296121
3400930076279,ZYTIGA 500 MG CPR 60,74969183.62,46,7954418506.53,32.54661935621895
3400939632360,VICTOZA 18 MG SOL INJ STYLO 2,74490470.91,47,8028908977.44,32.8514075692584
3400930061558,ODEFSEY 200MG/25MG/25MG CPR 30,70644790.92,48,8099553768.36,33.14046064305448
3400930089514,ILARIS 150 MG SOL INJ 1,69585032.39,49,8169138800.75,33.4251775661367
3400930116647,DUPIXENT 300 MG SOL INJ SER 2,69438611.16,50,8238577411.91,33.709295386212894
3400949407118,OZURDEX 700MCG IMPL SACH 1,68229553.1,51,8306806965.01,33.98846617560091
3400939730745,SIMPONI 50 MG INJ STYLO 1,67893333.54,52,8374700298.55,34.26626127548624
3400930216378,COSENTYX 300 MG INJ STYLO 1,67885675.05,53,8442585973.6,34.544025039585215
3400930075272,IBRANCE 75 MG GELULE 21,67864088.85,54,8510450062.45,34.821700480718256
3400930216453,TRULICITY 3 MG SOL INJ STYLO 4,67697925.44,55,8578147987.89,35.098696040945896
3400930212929,"CALQUENCE 100 MG, GELULE 60",66730717.91,56,8644878705.8,35.37173413586145
3400930151099,"OZEMPIC 0,5 MG, SOLUTION INJECTABLE 1",66602832.61,57,8711481538.41,35.64424897012924
3400930016671,TOUJEO 300 UI/ML STYLO 1.5ML 3,65248365.46,58,8776729903.87,35.91122181201564
3400930163009,VERZENIOS 150 MG CPR 56,64455451.7,59,8841185355.57,36.174950336004024
3400936468726,"LOVENOX 4000UI AXA/0,4ML INJ SER +S 6",64203669.86,60,8905389025.43,36.43764865926805
3400937722988,LANTUS SOLOSTAR 300U SOL INJ STY 5,63912047.14,61,8969301072.57,36.69915376725736
3400930060759,TALTZ 80 MG SOL INJ STYLO 1,63442351.87,62,9032743424.44,36.95873705114934
3400930141779,AMGEVITA 40 MG SOL INJ STY 0.8ML 2,63256742.5,63,9096000166.94,37.21756088826223
3400930145234,CRYSVITA 30MG SOL INJ 1,62771788.31,64,9158771955.25,37.47440046726572
3400930160756,TREMFYA 100MG SOL INJ STYLO 1,62665585.59,65,9221437540.84,37.73080550293966
3400930212608,TAKHZYRO 300 MG SOL INJ SER 2 ML 1,62590877.69,66,9284028418.53,37.98690486075893
3400927549731,TAFINLAR 75 MG GELULE 120,61944220.300000004,67,9345972638.83,38.2403583291384
3400938285673,VERSATIS 700MG EMPLATRE 30,60789125.88,68,9406761764.71,38.48908556663407
3400930162989,VERZENIOS 100 MG CPR 56,59495529.69,69,9466257294.4,38.73251987382163
3400930228432,BIKTARVY 50/200/25MG CPR 90,59449249.58,70,9525706543.98,38.97576481944584
3400934125652,"DECAPEPTYL LP 11,25MG PDR ET SOL INJ 1",59434086.9,71,9585140630.88,39.21894772483745
3400926857981,TRESIBA 200U/ML SOL INJ STYLO 3,58791223.31,72,9643931854.19,39.45950026365425
3400927944703,MEKINIST 2 MG CPR 30,57907727.79,73,9701839581.98,39.69643785659299
3400935527400,NOVORAPID FLEXPEN 300 U SOL INJ 5,56135853.43,74,9757975435.41,39.926125576986735
3400930083048,ALECENSA 150MG GELULE 224,56000348.57,75,9813975783.98,40.15525886023392
3400930199367,REMSIMA 120MG SOL INJ STYLO 2,55137884.82,76,9869113668.8,40.38086325204086
3400930073537,CABOMETYX 40 MG CPR 30,55092664.03,77,9924206332.83,40.60628261664087
3400930144824,JULUCA 50MG/25MG CPR 30,53783891.56,78,9977990224.39,40.826346955053836
3400930000915,JANUMET 50MG/1000MG CPR 60,53777733.24,79,10031767957.63,41.0463860958365
3400930067314,EPCLUSA 400 MG/100MG CPR 28,52845418.980000004,80,10084613376.61,41.26261054201696
3400930116500,HUMIRA 80 MG SOL INJ STYLO + TAMP 1,52364980.54,81,10136978357.15,41.4768692069127
3400930182482,IMBRUVICA 140 MG CPR 30,52181364.74,82,10189159721.89,41.690376582000724
3400930006047,OFEV 150MG CAPS 60,52071061.14,83,10241230783.03,41.903432634433315
3400930037737,GENVOYA 150/150/200/10MG CPR 30,51377749.74,84,10292608532.77,42.11365190599844
3400930242797,"KAFTRIO 37,5/25/50MG CPR 56",51334196.13,85,10343942728.9,42.3236929718575
3400930040072,ABASAGLAR 300 U SOL INJ STYLO(1-80U) 5,50463076.68,86,10394405805.58,42.530169730265335
3400930156858,BRAFTOVI 75 MG GELULES 42,50357604.480000004,87,10444763410.06,42.736214934368704
3400930108765,MAVIRET 100/40MG CPR 84,48881887.26,88,10493645297.32,42.93622203441741
3400921725384,XGEVA 120 MG SOL INJ 1,47519003.25,89,10541164300.57,43.13065270332112
3400930203545,NUBEQA 300MG CPR 112,46865196.9,90,10588029497.47,43.32240823181216
3400930186343,NUCALA 100MG INJ STYL1ML 1,46492387.88,91,10634521885.35,43.51263835989127
3400935728951,SOMATULINE LP 120 MG SOL INJ 1,46453574.3,92,10680975459.65,43.70270967676211
3400930228142,SKYRIZI 150MG SOL INJ STYLO 1,46232694.68,93,10727208154.33,43.89187723367742
3400935997302,SYMBICORT TURBUHALER 400/12 MICROG 1,46135574.14,94,10773343728.47,44.08064740827693
3400927497940,TECFIDERA 240MG GELULE 56,46055444.98,95,10819399173.45,44.26908972317585
3400930182505,IMBRUVICA 280 MG CPR 30,45392353.92,96,10864791527.37,44.45481890796846
3400930044605,BENEPALI 50 MG SOL INJ STYLO 4,44593769.11,97,10909385296.48,44.6372805709663
3400930042489,HUMIRA 40 MG SOL INJ SERG + TAMP 2,43641403.58,98,10953026700.06,44.81584549677745
3400930208687,ENTYVIO 108 MG SOL INJ STYLO 2,43494945.85,99,10996521645.91,44.9938111702377
3400930205402,EFLUELDA SUSP INJ SER AVEC AIG 1,43464332.76,100,11039985978.67,45.171651585945085
3400930145524,ROACTEMRA 162 MG SOL INJ STYLO 4,43291657.18,101,11083277635.85,45.348785475289816
3400941533969,DOLIPRANE 1G GELULE 8,43140874.32,102,11126418510.17,45.525302415407424
3400930073520,CABOMETYX 20 MG CPR 30,42128928.76,103,11168547438.93,45.69767883828627
3400949887415,BRILIQUE 90 MG CPR 60,42006304.13,104,11210553743.06,45.86955352528675
3400930157404,HULIO 40 MG SOL INJ STY + TAMP 2,41704701.660000004,105,11252258444.72,46.040194163465195
3400930158425,ONPATTRO 10MG SOL INJ 1,41636990.03,106,11293895434.75,46.21055775000928
3400930076286,CIMZIA 200 MG SOL INJ STYLO 1ML 2,41070900.12,107,11334966334.87,46.37860510026192
3400926738266,"MONOPROST 0,005% COLLYRE UNIDOSE 30",40992626.04,108,11375958960.91,46.54633218113407
3400930047644,TAGRISSO 40 MG CPR 30,40877367.68,109,11416836328.59,46.71358766625508
3400930212172,REBLOZYL 75 MG PDR INJ FL 1,40738443.38,110,11457574771.97,46.88027472311099
3400927892851,JARDIANCE 10 MG CPR 30,40428026.65,111,11498002798.62,47.04569166636342
3400930156179,IMBRUVICA 560 MG CPR 30,40149953.71,112,11538152752.33,47.20997083516707
3400930144190,LYNPARZA 100 MG CPR 112,39834804.03,113,11577987556.36,47.37296052483825
3400930193983,RINVOQ 15MG CPR 28,38781559.92,114,11616769116.28,47.531640718458995
3400930187968,EPIDYOLEX 100MG/ML SOL BUV 100ML 1,38023945.230000004,115,11654793061.51,47.68722102527923
3400930187838,FASENRA 30MG INJ STYLO1ML 1,37871932.61,116,11692664994.12,47.842179351136764
3400930018972,ABILIFY MAINTENA LP 400 MG INJ SRG 1,37716300.29,117,11730381294.41,47.99650088552118
3400937484893,STELARA 45 MG SOL INJ SER 1,37528844.11,118,11767910138.52,48.150055416644264
3400927714634,TIVICAY 50MG CPR 30,37266525.32,119,11805176663.84,48.3025366336337
3400939605227,ENBREL 50MG SOL INJ STYLO 4,37115244.24,120,11842291908.08,48.45439886285896
3400933972806,INNOHEP 14 000UI AXA SOL INJ 10,36962740.6,121,11879254648.68,48.605637102044305
3400927326066,JAKAVI 15 MG CPR 56,36899859.03,122,11916154507.710001,48.75661805246345
3400941778766,"GILENYA 0,5MG GELULE 28",36802580.25,123,11952957087.960001,48.907200973105624
3400935952707,CELLCEPT 500 MG CPR 50,36481344.59,124,11989438432.55,49.05646951297425
3400930132944,FASENRA 30MG SOL INJ SRG 1,36081955.23,125,12025520387.78,49.20410389524053
3400930019207,ORENCIA 125 MG SOL INJ STYLO 4,35805607.58,126,12061325995.36,49.35060756232414
3400935996411,NPLATE 500 MICROG PDR ET SOL INJ 1,34554186.32,127,12095880181.68,49.491990863743055
3400937458931,REVOLADE 50 MG CPR 28,34215334.32,128,12130095516,49.631987704661675
3400934744198,KARDEGIC 75MG PDR ORALE SACHET 30,33578676.95,129,12163674192.95,49.76937957262537
3400927325816,JAKAVI 5 MG CPR 56,33492380.900000002,130,12197166573.85,49.9064183481928
3400930130858,ZEJULA 100MG GELULE 56,33355284.7,131,12230521858.55,50.04289617542278
3400930216484,"TRULICITY 4,5 MG SOL INJ STYLO 4",33054537.26,132,12263576395.81,50.17814345230593
3400930006023,OFEV 100MG CAPS 60,32807523.88,133,12296383919.69,50.31238003928786
3400927568312,SIMPONI 100 MG INJ STYLO 1,32515819.19,134,12328899738.88,50.445423075603316
3400930003732,"TRULICITY 0,75 MG SOL INJ STYLO 4",32501636.26,135,12361401375.14,50.57840808047075
3400930117712,INFLUVAC TETRA INJ SER + AIG 1,32268899.34,136,12393670274.48,50.710440809576085
3400938838336,XARELTO 10 MG CPR 30,32259881.48,137,12425930155.960001,50.842436640841996
3400949818518,BINOCRIT 30 000UI SER INJ 1,32094880.18,138,12458025036.14,50.97375734613859
3400930156872,MEKTOVI 15 MG CPR 84,32045324.62,139,12490070360.76,51.10487528790861
3400930010631,COSENTYX 150 MG INJ STYLO 2,31927764.06,140,12521998124.82,51.23551221415319
3400930242506,ABIRATERONE MYL 500 MG CPR 60,31315880.419999998,141,12553314005.24,51.36364553263497
3400936158832,DAFALGAN 1G CPR 8,31173335.53,142,12584487340.77,51.491195608699705
3400930163481,PELMEG 6 MG SER SOL INJ 1,30938196.240000002,143,12615425537.01,51.617783579368414
3400928005618,LIPTRUZET 10 MG/40 MG CPR 90,30840858.93,144,12646266395.94,51.743973280776444
3400934438738,VENTOLINE 100 MICROGRAMMES SUSP INH 1,30831399.13,145,12677097795.07,51.87012427608553
3400939535166,NEULASTA 6 MG SER SOL INJ 1,30773285.47,146,12707871080.54,51.99603749120115
3400930008898,OTEZLA 30 MG CPR 56,30751097.4,147,12738622177.94,52.12185992071529
3400927886768,XIGDUO 5MG/1000MG CPR 60,30676793.02,148,12769298970.960001,52.24737832343346
3400927619960,RELVAR ELLIPTA 92/22 MICROG PDR INH 30,30516892.28,149,12799815863.24,52.37224246983919
3400939593708,ARANESP 500 MICROG INJ SER 1,30218927.87,150,12830034791.11,52.49588745305582
3400930220269,KALYDECO 75MG CPR 28,30127492.95,151,12860162284.06,52.619158317468575
3400927722097,REVESTIVE 5MG PDR ET SOL INJ 28,29872425.16,152,12890034709.22,52.74138553623152
3400930060827,GALAFOLD 123 MG GELULE 14,29686853.709999997,153,12919721562.93,52.86285346337037
3400949815906,TASIGNA 150MG GELULE 112,29206241.49,154,12948927804.42,52.98235489817928
3400927326295,JAKAVI 20 MG CPR 56,28809934.65,155,12977737739.07,53.100234787948885
3400939593586,ARANESP 300 MICROG INJ SER 1,28402142.52,156,13006139881.59,53.216446139003736
3400941557743,SAIZEN 8 MG/ML SOL INJ CART 2.5 ML 1,28244643.06,157,13034384524.65,53.33201305892019
3400927824845,ROACTEMRA 162 MG SOL INJ SER 4,28061456.77,158,13062445981.42,53.44683044642934
3400927350368,HEXYON SUSP INJ SER 1,27965337.93,159,13090411319.35,53.56125455021876
3400938510980,HUMALOG 300UI KWIKPEN SOL INJ 5,27949358.25,160,13118360677.6,53.675613270905465
3400938526202,PRADAXA 110 MG GELULE 60,27522256.580000002,161,13145882934.18,53.78822444518527
3400936873971,REPEVAX SUSP INJ SER 2A 1,26966191.83,162,13172849126.01,53.89856040252236
3400935658432,SYMBICORT TURBUHALER 200/6 MICROG 1,26945871.44,163,13199794997.45,54.00881321613272
3400930241301,ABIRATERONE BGA 500MG CPR 60,26360895.59,164,13226155893.04,54.11667251897836
3400930125182,TRELEGY ELLIPTA 92/55/22 MCG PDR INH 30,26300068.48,165,13252455961.52,54.22428293916914
3400935985583,NPLATE 250 MICROG PDR SOL INJ 1,26129429.67,166,13278585391.19,54.33119516672751
3400930074695,COPAXONE 40 MG SOL INJ SER 12,25830129.59,167,13304415520.78,54.43688276601556
3400930230671,ONUREG 300MG CPR PELL 7,25815044.26,168,13330230565.04,54.54250864155937
3400930162965,VERZENIOS 50 MG CPR 56,25691738.45,169,13355922303.49,54.64762999408127
3400938069914,ADVAGRAF LP 5MG GELULE 30,25492471.31,170,13381414774.8,54.75193601714188
3400933943998,SUBUTEX 8MG CPR 7,25264354.57,171,13406679129.37,54.855308668555104
3400928005557,LIPTRUZET 10 MG/40 MG CPR 30,25157123.46,172,13431836252.83,54.95824256883679
3400934976100,GRANOCYTE 34 MUI PDR ET SOL INJ SER 1,25107306.74,173,13456943559.57,55.06097263701912
3400930190784,XOSPATA 40MG CPR 84,25087440.51,174,13482031000.08,55.1636214197341
3400941945380,PRADAXA 150 MG GELULE 60,25066732.19,175,13507097732.27,55.26618547145233
3400928005847,LIPTRUZET 10 MG/80 MG CPR 90,25028524.080000002,176,13532126256.35,55.36859318932774
3400930089231,PERGOVERIS (900/450UI)/ 1.44ML INJ 1,24571654.3,177,13556697910.65,55.469131560397635
3400928004956,LIPTRUZET 10 MG/10 MG CPR 90,24564008.13,178,13581261918.78,55.56963864609018
3400927642913,REVOLADE 75 MG CPR 28,24543038.07,179,13605804956.85,55.67005992984006
3400935294227,DOLIPRANE 1G CPR EFF 8,24316537.83,180,13630121494.68,55.76955445607907
3400921947359,EVIPLERA 200/25/245MG CPR 30,23774920.759999998,181,13653896415.44,55.86683288008515
3400935895714,PROGRAF 1 MG GELULE 50,23741781.35,182,13677638196.79,55.96397570954562
3400930179581,NORDITROPINE FLEXP 15 MG INJ STYLO 1,23546833.69,183,13701185030.48,56.06032088330325
3400930228425,BIKTARVY 50/200/25MG CPR 30,23502269.75,184,13724687300.23,56.156483717447884
3400937719568,ENBREL 50 MG SOL INJ SER 4,23357356.99,185,13748044657.22,56.25205362070314
3400926884376,ORENCIA 125 MG SOL INJ 4,23172670.92,186,13771217328.14,56.34686785499079
3400936348110,"GONAL F 900UI/1,5ML SOL INJ STYLO 1",23148411.86,187,13794365740,56.4415828299308
3400928005496,LIPTRUZET 10 MG/20 MG CPR 90,23093591.15,188,13817459331.15,56.536073498244285
3400930162286,SLENYTO LP 5MG CPR 30,23013041.16,189,13840472372.31,56.63023458497221
3400930113608,RYDAPT 25MG CAPS 112,22581078.88,190,13863053451.19,56.722628237425475
3400949285785,PROLIA 60 MG SOL INJ 1,22399083.72,191,13885452534.91,56.81427723114694
3400930087398,OLUMIANT 4MG CPR 28,22055028.17,192,13907507563.08,56.90451847331322
3400939354644,ZARZIO 30 MUI SOL INJ SER 5,21805734.91,193,13929313297.99,56.993739697129364
3400927566479,ULTIBRO BREEZ.85MCG/43MCG GELULE 30,21732180.13,194,13951045478.12,57.08265996124311
3400930109250,TRIMBOW 87/5/9 MCG SOL INH 120 D 1,21699794.93,195,13972745273.05,57.17144771676727
3400930127230,PREVYMIS 240MG CPR 28,21676050.07,196,13994421323.12,57.26013831686526
3400930067727,VAXIGRIPTETRA SUSP INJ SER 0.5ML A/A 1,21516397.57,197,14015937720.69,57.3481756763596
3400930151075,"OZEMPIC 0,25 MG, SOLUTION INJECTABLE 1",21451262.91,198,14037388983.6,57.4359465282539
3400926648275,INLYTA 5MG CPR 56,21391359.42,199,14058780343.02,57.52347227661417
3400935473547,SERETIDE DISKUS 500/50 MICROG PDR 60 60,21360506.3,200,14080140849.32,57.61087178510515
3400930161357,DELSTRIGO 100/300/245MG CPR 30,21310919.23,201,14101451768.55,57.698068401141946
3400930254134,"IMRALDI 40 MG, SOLUTION INJ STYLO 2",21171235.919999998,202,14122623004.47,57.78469348331775
3400932679041,DAFALGAN 500MG GELULE 16,20914423.3,203,14143537427.77,57.870267780627
3400930186336,NUCALA 100MG INJ SRG1ML 1,20780519.02,204,14164317946.79,57.955294189787324
3400930077900,VENCLYXTO 100 MG CPR 14,20153177.62,205,14184471124.41,58.037753743591026
3400930163245,FULPHILA 6 MG SER SOL INJ SERINGUE 1,20150156.4,206,14204621280.81,58.120200935649216
3400928005786,LIPTRUZET 10 MG/80 MG CPR 30,20073277.66,207,14224694558.47,58.20233356755629
3400939890173,"DECAPEPTYL LP 22,5MG PDR+SOL INJ 1",19924800.37,208,14244619358.84,58.28385868379938
3400938141283,INNOVAIR 100/6 MICROG SOL INH 1,19792046.66,209,14264411405.5,58.36484061961214
3400927620102,RELVAR ELLIPTA 184/22 MICROG PDR INH 30,19668383.79,210,14284079789.29,58.445316571441886
3400930162743,ZIEXTENZO 6 MG SER SOL INJ 1,19569518.22,211,14303649307.51,58.52538800092073
3400939732008,CIMZIA 200 MG SOL INJ SER 1ML 2,19556940.97,212,14323206248.48,58.60540796881658
3400937224321,PERMIXON 160MG GELULE 180,19549861.650000002,213,14342756110.13,58.685398970681376
3400936224988,GLIVEC 400MG CPR 30,19266395.08,214,14362022505.210001,58.76423012930354
3400938308488,ISENTRESS 400MG CPR 60,19210070.53,215,14381232575.74,58.842830828126814
3400936277397,NEISVAC SUSP INJ 2A 1,19080053.62,216,14400312629.36,58.920899544520935
3400930109342,KISQALI 200MG CPR 42,18854503.61,217,14419167132.97,58.99804539140355
3400935601650,KEPPRA 500MG CPR 60,18758474.7,218,14437925607.67,59.07479832252769
3400933972516,INNOHEP 10 000UI ANTI XA SOL INJ 10,18670108.7,219,14456595716.37,59.151189691764706
3400930122129,"ENANTONE LP 11,25 MG PDR INJ SRG 1",18303416.49,220,14474899132.86,59.22608068837613
3400939534626,ADVAGRAF LP 3MG GELULE 30,18302003.57,221,14493201136.43,59.30096590382713
3400932955107,LOXEN LP 50MG GELULE 60,18214870.95,222,14511416007.38,59.37549460393835
3400933973117,INNOHEP 18 000UI AXA SOL INJ 10,18143673.8,223,14529559681.18,59.449731990921094
3400930228364,MYRELEZ LP 120 MG SOL INJ 1,18143526.84,224,14547703208.02,59.52396877659639
3400949818747,BINOCRIT 40 000UI SER INJ 1,18042773.76,225,14565745981.78,59.5977933169088
3400939593357,ARANESP 150 MICROG INJ SER 1,18035453.72,226,14583781435.5,59.67158790625051
3400930079034,EMTRICITABIN TENOF MYL 200/245MG CPR 30,18033363.04,227,14601814798.54,59.745373941281684
3400930012208,RETACRIT 30 000UI SOL INJ SER + D 1,18012573.56,228,14619827372.1,59.81907491323858
3400936869202,SPIRIVA 18 MICROG PDR INH EN GELULE 30,17900178.01,229,14637727550.11,59.89231600303311
3400930189948,ATOVAQUONE BGA 750 MG/5 ML SUSP BUV 1,17895695.31,230,14655623245.42,59.96553875123165
3400934217074,"INNOHEP 4 500UI AXA/0,45ML SOL INJ 6",17841176.51,231,14673464421.93,60.03853842811079
3400930040034,INNOVAIR 200/6 MICROG SOL INH 120 D 1,17672351.29,232,14691136773.22,60.11084733291543
3400930177723,DUPIXENT 200 MG SOL INJ STYLO 2,17650841.78,233,14708787615,60.18306822854205
3400928004895,LIPTRUZET 10 MG/10 MG CPR 30,17600232.72,234,14726387847.72,60.255082050099006
3400921687842,OMNITROPE 15 MG SOL INJ 5,17494041.56,235,14743881889.28,60.326661375625804
3400930074985,ENSTILAR 50 MCG/0.5MG/G MOUSSE CUT 1,17492679.26,236,14761374568.54,60.398235127111
3400937458641,REVOLADE 25 MG CPR 28,17388086.89,237,14778762655.43,60.469380924239616
3400930136676,CERTICAN 1 MG CPR 60,17338594.97,238,14796101250.4,60.540324218233636
3400939354415,ZARZIO 30 MUI SOL INJ SER 1,17288271.64,239,14813389522.04,60.61106160726241
3400930069417,EMTRICITABIN TENOF BGA 200/245MG CPR 30,17222372.51,240,14830611894.55,60.68152936075485
3400936758797,PENTASA 2G GRANULES SACHET DOSE 60,17098782.84,241,14847710677.39,60.75149142977237
3400930236697,"VOXZOGO 0,56 MG, POUDRE ET SOLVANT P 1",17016226.97,242,14864726904.36,60.821115709864884
3400936511989,LEVEMIR FLEXPEN 300UI SOL INJ STY 5,16911651.75,243,14881638556.11,60.89031210577242
3400936593664,ARANESP 500 MICROG/1ML INJ STYLO 1,16911099.9,244,14898549656.01,60.959506243708276
3400935291783,EFFERALGANMED 1G CPR EFF 8,16847642.17,245,14915397298.18,61.02844073543845
3400930004593,ANORO ELLIPTA 55MCG/22MCG PDR INH 30,16819254.33,246,14932216552.51,61.09725907433835
3400930230329,"FINGOLIMOD BIOGARAN 0,5MG GELULE 28",16817775.33,247,14949034327.84,61.16607136170222
3400930226438,YUFLYMA 40 MG SOL INJ STYLO 2,16750662.69,248,14965784990.53,61.23460904828338
3400930236529,"FINGOLIMOD MYLAN 0,5MG GELULE 28",16744010.11,249,14982529000.64,61.303119514900075
3400927561627,"GANFORT 0,3/5MG/ML COLLYRE UNIDOSE 30",16740118.790000001,250,14999269119.43,61.371614059635014
3400928005328,LIPTRUZET 10 MG/20 MG CPR 30,16549221.74,251,15015818341.17,61.43932752230627
3400930187883,OPTIJECT 350MG INJ SER125ML +N 1,16500270.11,252,15032318611.28,61.506840692515276
3400927944352,"MEKINIST 0,5 MG CPR 30",16499397.33,253,15048818008.61,61.57435029162245
3400930241684,VUMERITY 231 MG GELULE GR 120,16284755.370000001,254,15065102763.98,61.640981653035155
3400930172797,IDACIO 40 MG SOL INJ STYLO 2,16009591.71,255,15081112355.69,61.706487143726406
3400932905997,DIFFU-K 600MG GELULE 40,15857763.38,256,15096970119.07,61.77137140750334
3400932350865,KAYEXALATE 454G PDR ORALE ET RECTALE 1,15804380.290000001,257,15112774499.36,61.836037246877694
3400930039946,INNOVAIR NEXT 200/6 MICROG PDR INH 1,15766434.13,258,15128540933.49,61.90054782421439
3400930073544,CABOMETYX 60 MG CPR 30,15696186.88,259,15144237120.37,61.96477097507175
3400930145227,CRYSVITA 20MG SOL INJ 1,15651885.37,260,15159889005.74,62.02881286008526
3400930024300,NICOPATCHLIB 21MG/24H DISP TRANSDER 28,15604734.84,261,15175493740.58,62.09266182208988
3400930157640,PELGRAZ 6 MG SER SOL INJ SERINGUE 1,15549852.93,262,15191043593.51,62.15628622705957
3400935259097,NOVORAPID 1000 U SOL INJ FL 1,15470525.25,263,15206514118.76,62.21958605169655
3400935154439,NEXPLANON 68MG IMPLANT 1,15354845.44,264,15221868964.2,62.28241255616058
3400930220221,TUKYSA 150MG CPR 84,15344072.68,265,15237213036.88,62.345194982365605
3400921939606,FAMPYRA 10MG LP CPR 56,15343682.49,266,15252556719.37,62.40797581205351
3400930088111,XELJANZ 5 MG CPR 56,15297653.27,267,15267854372.64,62.47056830672968
3400930021545,SANDOSTATINE LP 30 MG INJ SER + KIT 1,15264286.31,268,15283118658.95,62.53302427580751
3400921687781,OMNITROPE 15 MG SOL INJ 1,15165941.59,269,15298284600.54,62.5950778536653
3400921824599,VYNDAQEL 20MG CAPS 30,15164798.64,270,15313449399.18,62.6571267549828
